Date,Close,High,Low,Open,Volume,Return,Volatility_10,Volatility_30,RSI,MACD,MACD_Signal
08/12/2013,89.027131497,56.03127677,33.14837831,39.197866129,186543,0.007072815,0.015897542,0.018428267,70.141583868,1.276227721,2.872533474
03/09/2022,65.601281814,68.567654946,72.386557943,127.291163669,522972,0.007392504,0.003724331,0.00517481,55.513089394,-0.860289781,-1.82987519
05/29/1980,2.012302876,2.027781963,4.202940375,8.268210138,25384,-0.002898639,0.020314764,0.026025493,30.066428551,0.037784351,-0.112362534
03/15/2006,7.892130038,89.030782155,38.057529642,35.82413327,10039,-0.008800211,0.004160359,0.006208629,14.827404374,0.070087952,-0.999863847
03/17/1997,22.062142408,83.762158597,109.67828492,230.463908207,265399,0.000892967,0.002690204,0.007636355,56.382012829,-0.860296181,-0.289901382
08/24/2017,75.836205346,3.321723957,106.230615414,50.346105513,236325,-0.001894843,0.009340421,0.004713978,56.356060539,4.181534357,0.624118911
01/08/1991,9.753210248,4.425712066,31.82726655,5.899867218,10862,0.005936451,0.011261954,0.017210888,25.652894826,-0.155132278,-0.103752782
12/09/2014,72.294253269,101.370855744,66.462843053,29.546351905,179500,-0.023392038,0.015185983,0.004713978,44.789402031,-0.027034696,-0.731426927
02/11/2019,20.329138184,81.008325693,166.147269476,87.236980907,34853,0.011167963,0.004818643,0.004968545,70.596396711,-0.599765427,-0.234796851
11/18/1990,28.930697083,71.013322583,214.321927159,5.269879043,155331,0.010023614,0.012688421,0.012506497,42.121607395,0.593314746,0.669561338
02/28/1987,19.461461171,2.027781963,5.648337955,7.489083961,24400,0.083226642,0.01827472,0.0280565,48.888978945,0.148781164,-0.039376938
05/29/1980,2.012302876,2.027781963,4.292932361,8.222408922,0,-0.009117996,0.005716485,0.01252347,17.577733224,0.034456517,-0.305262169
01/30/2018,30.806248372,100.52941479,31.577363295,188.956832056,11566,-0.017440958,0.009646474,0.011772264,62.880237639,-2.333394985,0.453838115
11/23/1998,147.011811458,83.920613093,89.372233269,64.933287574,101326,-0.016934736,0.008212083,0.016963317,29.434202093,0.117357144,-0.055210324
05/29/1980,2.012302876,3.267118371,2.012302876,6.459806533,17803,0.007060672,0.004013592,0.022983807,31.354920908,-0.145128282,-0.17354854
12/28/2011,18.262398359,45.218129325,11.948817398,59.988627989,96602,0.020320368,0.01883165,0.008522651,51.982072599,-0.018761505,1.64453075
04/18/1998,2.233967232,79.33901585,41.021811651,3.723094998,20040,-0.004396125,0.016451417,0.013333038,70.276270527,0.235342197,0.771690231
02/10/2004,103.485993718,27.34981668,175.36713543,88.17166787,217843,-0.016987458,0.009181757,0.013900513,52.462520382,0.039580838,0.117319091
06/12/2003,88.21255896,37.159920474,76.906534891,76.899655914,110792,0.015371392,0.012828018,0.015851996,36.595721188,-0.639737004,-0.780480504
12/07/2003,74.658230474,155.725950751,58.614363961,158.854204295,526478,0.001344891,0.006108856,0.004713978,79.285582239,-0.549828639,0.100285266
11/20/1987,18.380033934,2.027781963,12.372903236,32.637752417,33285,-0.00716894,0.005331211,0.014172722,1.050637155,-0.002312799,0.029527034
10/05/2003,220.347157171,86.319015878,217.832969963,100.670547166,29678,0.003007173,0.012760288,0.006548028,58.249761791,-4.506079188,-5.040789169
05/29/1980,2.012302876,3.448357063,3.986882576,5.709706133,15651,0.016221098,0.00523582,0.018609174,36.980849806,0.079422411,-0.330211846
05/15/1991,2.012302876,27.502722238,2.72285265,149.713269809,15936,0.004195819,0.006249986,0.014467684,37.002967476,-0.183233554,-0.239349969
03/06/1994,2.961692086,23.572651363,28.322940107,3.256189875,0,-0.027202912,0.007034997,0.004713978,54.124315517,0.008085171,0.725381456
03/30/2026,107.592009445,84.021330049,65.654366407,88.868434896,525759,0.003657808,0.008174539,0.010593285,54.71921933,-0.160163129,0.075665137
04/27/1987,13.066264795,2.027781963,7.24433069,3.462144695,15894,0.007986695,0.039855899,0.029981983,52.567787041,-0.14868422,0.088601722
08/22/2014,47.171122326,59.98717295,139.896200861,22.944482763,212064,-0.029571753,0.012807969,0.007753522,51.446306952,-0.812737662,0.031737069
04/13/1994,64.041018704,98.493064923,230.076078249,95.633870984,141969,0.008190552,0.008012405,0.020098347,48.042341706,0.069413661,0.319188304
01/25/1986,48.2338643,94.120458974,38.149369204,86.526058325,48451,-0.009638496,0.004698315,0.011200001,68.880895802,-3.234395586,-0.904586356
10/11/1993,9.76713064,92.977957031,2.091621145,2.020042181,20782,0.001832107,0.012311758,0.016428811,20.606017197,-0.160479502,0.122394218
12/31/1991,27.231737263,81.851392144,32.386850651,79.667426626,0,0.0059297,0.008082703,0.012927689,30.319288854,-0.383457086,0.180596213
06/20/1983,2.012302876,2.170644145,2.012302876,9.282754409,21504,-0.000824618,0.008754501,0.027248549,21.352993911,-0.107806255,-0.361945864
07/24/1983,25.867786077,79.647338421,16.59659857,7.105941129,20206,0.002415729,0.015274896,0.037952119,22.076688404,0.00176002,0.3020332
04/05/2017,93.318602474,75.193632692,37.135698651,166.487549358,238246,-0.008967028,0.008468364,0.007933073,47.144406635,0.129003423,0.57302139
01/12/1986,109.947485099,60.676419016,2.476878465,2.437335082,0,0.008149096,0.010936645,0.014661225,46.697385814,-0.762584852,0.680935612
03/19/2011,53.174094804,54.167786339,76.83899087,88.83345443,169496,0.002412495,0.01185751,0.010106026,86.401918047,3.314293052,0.683646076
05/29/1980,10.70166524,28.855340231,3.891467597,7.059918597,5916,0.005899635,0.010515958,0.02727994,44.384863078,-0.068129971,-0.360742674
03/31/2000,66.113979113,60.24772191,201.368739332,44.489247327,132484,-0.0013092,0.011002055,0.007781417,35.235875173,-0.054358752,-4.722144213
12/22/2012,148.831044332,140.306210177,156.062177954,66.142085185,288350,0.001984707,0.004030475,0.010638192,49.113753748,2.068401039,-0.543630037
10/17/1986,24.13676194,8.224073015,21.027624798,10.486030526,14209,0.002837513,0.037442479,0.017402016,0.0,-1.28461961,-1.72134212
11/07/1992,99.953752728,86.926689991,5.211019763,11.88125563,144171,-0.035546913,0.021107818,0.015709002,23.489149127,0.816307415,0.528874563
12/19/2004,64.826607479,3.26521715,101.106721882,32.085665853,363473,-0.01311009,0.008471486,0.011358723,44.333328401,-0.249636134,-0.087706615
09/27/1991,36.84372535,75.504938968,28.170909334,31.546438151,166741,-0.010324767,0.016300365,0.010525342,81.02924568,0.074737515,0.031407235
08/12/1983,3.510595816,2.874722845,5.170192209,5.522833908,22632,-0.005185536,0.008745856,0.020967643,40.66156228,0.021805511,0.221002305
10/08/2018,51.661362402,56.472787422,115.575714596,50.277588992,30883,0.004207421,0.003787148,0.008586836,35.710094738,1.137888138,-2.337335485
08/23/2009,183.68302728,27.879118805,182.614832772,91.346199938,365143,0.012268184,0.01742958,0.005824154,52.984580301,-0.440454669,-0.394182356
05/29/1980,2.012302876,2.108193781,2.012302876,5.635819732,13843,0.043947482,0.017059387,0.020723978,58.848539852,-0.111759023,0.243491284
04/09/2005,69.29219416,39.901199647,97.795471146,60.165040485,755673,0.003666343,0.007538964,0.004713978,57.996603875,-1.438218044,0.640733003
05/09/1989,22.291512616,32.746453628,61.629338628,56.588954686,197016,-0.007332347,0.01021067,0.006996689,52.648310704,0.41863868,0.06158327
10/04/1988,22.504687282,7.33355186,8.416101723,15.999348609,37159,0.000317868,0.014628298,0.016231199,63.04866476,0.259263573,-0.05512032
02/13/2000,48.549410437,2.027781963,33.443168192,35.994479781,101909,-0.001730633,0.012453347,0.013757894,43.540815782,-0.249874876,-0.155832276
08/27/2024,101.383573411,97.358446881,51.124230625,29.866070679,826612,0.016300318,0.006480606,0.015920122,46.732721381,-0.690861586,-0.270571911
05/29/1980,2.012302876,2.027781963,3.074390778,8.208834041,12413,0.005128644,0.013288031,0.027588055,7.292095945,0.016201513,-0.273587328
02/02/2022,28.752791768,65.554022808,60.60069074,35.390497106,235818,0.019824595,0.004362559,0.013025262,46.169547492,1.194743686,-0.925126902
10/26/1993,21.598825954,2.027781963,6.090765875,120.267972547,825342,0.004613195,0.011825202,0.018665636,47.632057668,0.560325577,0.207604799
08/08/1990,16.132914565,26.67911457,35.007895012,3.492554185,2716,0.001565488,0.012767723,0.013907929,45.810132405,0.537823034,-0.124504443
04/16/2021,97.565706546,90.024041585,52.19039677,143.875279527,354058,0.007833987,0.006485254,0.014213617,61.144473958,-0.079539453,-0.6767259
05/29/1980,18.678790761,56.455910926,2.740525482,50.577434674,35617,0.041781189,0.014395106,0.016022321,29.479963844,-0.290861076,-0.836830308
06/05/1981,21.205391057,3.206255957,21.925863935,2.020042181,35116,0.011062178,0.017008236,0.006867778,40.055677312,0.211438908,0.12038276
05/29/1980,5.709156291,2.027781963,2.012302876,7.732642959,30526,-0.001791719,0.017250849,0.018675844,34.727440264,-0.045630348,-0.035232149
11/17/1996,4.376236632,7.852091778,98.832591438,4.599279048,479469,-0.018470362,0.014756071,0.007867357,18.156902178,-0.494104349,-0.379748722
12/11/1983,23.358352697,2.027781963,28.267733878,8.326406722,0,-0.01345055,0.011191372,0.01517886,57.908489689,-0.160296754,-0.1820797
05/10/2000,83.338565134,79.099923009,93.12068449,60.108048533,404235,-0.006690912,0.006039944,0.004764548,26.177072962,1.78746705,5.604487721
05/29/1980,20.506083622,3.976652518,2.012302876,2.577500428,6557,-0.016080939,0.014430049,0.015426576,49.345401275,-0.034760613,-0.058157355
05/29/1980,2.012302876,16.27434978,30.361341593,69.560963807,58138,-0.004436762,0.012671041,0.021015418,46.959295728,0.60868905,-0.368135016
07/08/1985,2.012302876,2.543464873,20.489746647,126.745919929,85832,-0.010228573,0.006716541,0.018471003,23.917891738,0.429734874,-0.136873642
09/29/1983,2.012302876,7.950345355,2.012302876,8.240917024,11435,0.020914944,0.013594423,0.02573746,62.843568626,-0.058312953,-0.129237999
06/04/2013,62.635242332,91.143355944,58.169703582,156.850080774,217984,-0.016996093,0.002690204,0.004713978,51.997844836,0.421920292,0.629809554
07/09/1980,21.229671484,6.323988255,2.012302876,5.158147482,6263,0.008076368,0.005540281,0.017390674,39.86414738,-0.297160308,-0.223237304
12/17/1989,95.593202995,153.417438958,97.096841553,92.144669411,370613,0.029972472,0.052843979,0.01363808,60.854955285,0.421593645,-0.157762824
01/21/1996,140.800321147,86.064157604,108.023363311,85.598167966,1516528,0.000491924,0.008670363,0.007694741,40.90047856,-0.602302749,-0.187706954
05/23/2007,47.804688274,79.612212751,87.048535488,124.103929975,228590,-0.004372608,0.014092496,0.016974062,17.659566379,0.265156742,-1.021157693
06/02/1992,19.709953602,29.791779857,8.567125317,2.332158048,12127,0.008212726,0.007174505,0.014166205,30.900326887,-0.185869725,-0.181091352
05/16/1997,2.804562757,101.402228246,28.866622958,101.77818515,21410,-0.01642258,0.009801647,0.013617682,47.463295994,-2.283983723,0.712724696
02/05/1983,4.484848096,37.171721266,123.403109939,6.944498158,0,-0.00063136,0.008746834,0.015928081,30.917322895,0.138692954,-0.074430974
06/06/2021,132.478871095,183.540494923,57.957260347,182.957182547,114470,-0.000930383,0.015322701,0.014210381,70.656516949,-0.9960445,-0.787605028
01/10/2022,89.196483723,53.627415816,108.850616443,64.367466743,1032819,0.008982919,0.003748452,0.008163406,31.607001292,-0.561697055,-0.002044403
06/13/2001,60.348992296,94.104689256,103.672699213,217.602755295,560362,-0.005488518,0.003125245,0.004713978,25.324218929,-0.520145767,-0.401491423
06/01/1981,13.651659611,2.027781963,24.964291896,4.408539873,0,-0.024228969,0.011282518,0.009806571,52.325826979,0.138786639,-0.054141471
12/30/2004,67.416807879,42.147423803,125.01067432,104.911972626,592692,-0.026313265,0.009712891,0.009198225,42.698521593,0.794928212,-1.153980476
06/09/1992,29.732923531,47.80930524,35.105614198,37.076495727,395788,-0.010462923,0.008508926,0.004713978,44.378133074,-0.67656513,-0.225266005
07/26/2016,103.415017032,87.764540169,106.866027502,101.56846178,442453,0.001483181,0.007173131,0.007354468,58.776039119,1.349691645,-0.192054327
03/10/2013,224.549328505,62.674140554,175.023975393,95.517019363,195128,-0.01241603,0.008475763,0.011647169,56.118032923,0.140474622,-0.031719695
02/06/2020,93.430795975,96.494806084,108.411462912,116.354841105,246731,-0.009576351,0.017018343,0.007650075,46.410582934,0.425095564,0.485143937
09/15/1982,2.012302876,9.464207709,4.539602406,7.256223295,18648,0.001768199,0.012983273,0.021296703,43.00685599,-0.051212099,0.001930645
03/27/1999,80.520022245,37.45610169,65.598085753,61.066957336,768310,0.029545337,0.009744239,0.00804345,46.199903572,-1.952088774,-1.011685917
09/03/2020,98.726662138,57.282943484,3.761294711,201.314605178,178470,-0.004945629,0.016568326,0.016642214,56.371858751,-0.072043074,1.105013347
10/02/1991,77.768364102,85.144590114,90.635791005,31.05790647,97254,-0.003720257,0.008687244,0.008372998,31.327872493,0.310301849,-0.05485679
08/07/1982,32.616361273,14.30555174,16.740262744,36.068531433,15634,-0.022543185,0.004175654,0.056168782,78.343359463,0.158574793,0.068303978
06/13/2022,18.985675425,62.364050328,120.120170059,120.376383337,431851,-0.006864964,0.007404224,0.007803073,28.081554335,0.208805009,0.867454474
09/25/2016,98.203656729,59.691056696,115.601420259,92.94335051,147797,-0.009800856,0.016262474,0.009815661,34.36257282,-0.485188103,-0.25845807
08/16/2021,137.777629678,70.712077136,42.73147841,88.436791199,139158,0.00205108,0.007480824,0.008781965,53.614322868,0.09080267,-0.150589567
07/22/2020,19.677335204,94.000219929,26.839696063,113.928900128,343126,0.020710462,0.012572528,0.022524995,68.045558631,-0.395256267,1.04716147
05/29/1980,2.012302876,3.890148989,28.375818972,5.891457912,26578,0.041363939,0.015010229,0.015154978,28.963402942,-0.211660452,-0.185894037
06/19/2009,92.710112154,157.97150576,119.648805245,165.466447726,348182,0.005493288,0.011893379,0.012792217,37.521303866,0.330832801,0.076960658
01/09/2017,158.902957943,37.282784207,245.8699951,105.765916932,307028,0.004435654,0.01158465,0.005738148,64.552716421,0.715024593,0.472211525
12/30/2014,103.603511814,67.368801333,36.859526385,155.705295144,253134,0.007834344,0.006572065,0.01285205,50.955113553,-1.030207866,-0.776507792
04/22/2012,11.619499663,145.592788593,116.877791418,5.421636928,680402,0.003371151,0.014958701,0.011336981,44.715360381,0.550590098,1.248095752
05/29/1980,6.418351783,5.120638562,17.5661064,23.502275192,24499,0.011743059,0.005787083,0.027675634,23.089453196,-0.076030676,0.038433968
09/20/2015,63.974857503,63.289104209,108.602034044,241.852933498,391268,0.015748567,0.002690204,0.004713978,31.483127422,0.833567918,-0.894705767
06/05/2002,103.390448336,73.826768447,111.15030835,167.522167758,491471,-0.007894462,0.010699974,0.011219467,43.031378336,-0.403992516,0.227505475
05/29/1980,17.894656019,13.453494455,11.085655054,5.024255547,0,0.017389579,0.014163856,0.012419892,52.5594319,0.044221373,-0.215840771
06/21/1985,30.315852178,51.085036554,161.078094848,34.516696679,65797,-0.002679977,0.009662487,0.015640326,43.844060326,0.877521288,-1.446912758
08/04/2004,20.065142069,8.728652128,15.201361134,6.533044215,6731,0.016930389,0.009098297,0.016271674,37.621684593,0.015705205,-0.177513487
05/31/2003,88.63619423,5.466704316,40.631475757,42.226470712,99467,0.001810002,0.032543725,0.006668991,68.677884032,0.320443525,-0.284842018
05/29/1980,23.795734743,10.972144482,2.012302876,10.995902369,29631,0.010575417,0.017518208,0.01230661,68.309908306,0.095320819,-0.204608617
02/07/2004,49.559872825,86.436789779,29.062136003,87.59117954,606297,-0.009774826,0.004288316,0.01438132,70.663791207,-1.437162043,0.694947834
02/18/1982,19.521619721,19.555932718,31.709091511,14.102955573,33884,0.011421346,0.011400199,0.036291522,45.504352426,-0.034057661,-0.011275595
07/31/2021,110.114591973,128.190546942,113.438522313,177.267919097,113000,-0.003560845,0.00735724,0.009225094,62.453462945,1.093983479,-0.131040813
11/24/2002,58.366264053,80.683257631,86.948623699,98.624394668,791411,-0.002848228,0.02398081,0.011654476,40.068340908,3.2506508,-0.67248284
05/29/1980,3.528505354,2.455379092,7.483739412,5.761000287,9492,0.027642642,0.017256698,0.033568513,36.353551558,-0.086429035,-0.318529507
07/13/2020,69.847654973,89.630438944,206.004257259,121.350727624,148347,0.009403616,0.003235858,0.010136263,32.548140695,-0.284099443,-0.654301472
04/01/2023,119.961500041,39.664148717,89.647669034,115.788484254,371919,0.020294395,0.01214151,0.005655411,66.247446348,-2.652437686,-0.14642806
03/17/2010,139.780683791,98.135071898,131.619963977,129.161113412,249171,-0.002329539,0.002690204,0.01270631,65.940838045,-0.385789789,-1.917429402
05/23/2017,72.810060658,107.24457723,103.416391694,53.588872904,104873,0.002924301,0.005384791,0.008440692,33.943292121,-1.449383973,0.010021521
08/27/2005,2.012302876,2.202898131,35.041982888,7.934074809,35594,0.005407027,0.009434888,0.017156002,50.393478428,0.794789605,0.022662647
11/14/1981,2.012302876,2.027781963,4.205223373,5.736223942,7923,-0.009029021,0.021810675,0.018500213,9.009134823,0.009946282,0.071561153
09/05/2010,83.766984806,53.514525503,51.162137404,60.355907624,397360,-0.007733258,0.006316357,0.005986903,59.241883293,-1.87095513,-0.706139957
05/29/1980,2.947124416,2.027781963,8.884779955,39.390300213,19705,0.012025314,0.006287217,0.0123291,38.890005562,0.024040895,0.192936015
08/22/2002,28.716622263,129.327270642,53.599956872,246.9600067,63550,-0.009361698,0.00323274,0.004713978,41.061781317,-0.351468294,-0.470769656
03/04/2007,26.814508289,81.560315202,19.740354876,26.640454011,55021,-0.015262472,0.014067786,0.005387502,47.458980342,-0.791941847,0.171308078
03/24/1986,2.012302876,2.027781963,6.047874489,5.529819051,45232,0.008647733,0.015824932,0.035519887,39.946457295,0.049020379,0.107218393
08/27/1990,2.947465776,2.325477856,4.452347928,5.339353656,39633,-0.011066602,0.007095274,0.013489047,26.195402428,-0.310265891,-0.191909864
10/01/1997,18.599130688,96.622371371,99.788351653,30.571274741,301342,-0.018889697,0.007490271,0.011816506,47.743175889,-0.17391729,-0.120145914
02/03/1982,20.256895099,6.681731478,17.022058513,3.006659644,0,-0.006308261,0.011584462,0.025599532,42.371936456,0.039483731,-0.237425134
10/14/1994,20.774842342,63.419876697,79.757241623,43.535065703,23096,0.004960058,0.01246931,0.015397455,57.956471536,-0.631328857,0.332431353
01/03/2010,71.259186046,43.854924542,49.41140192,51.774941303,137396,-0.011935167,0.004254965,0.007366133,74.844262635,-1.656395822,0.473330287
05/01/1988,77.066102576,86.842708096,102.174776594,94.449808067,123734,0.030079829,0.015341565,0.020559051,40.172514419,-0.536909693,0.873798837
02/11/2014,103.862827495,71.624730633,104.583042824,204.557486552,124763,-0.006248326,0.005336751,0.018305674,47.655179524,1.178243218,-0.347628727
11/05/2002,37.324170795,67.282779561,97.770671115,10.58486756,48367,0.001937347,0.013454963,0.012919557,42.305099756,-0.998567897,-0.54587253
10/02/2020,90.726698726,176.461284119,91.972575283,234.364750758,450710,-0.025129965,0.011493366,0.015673095,57.4978283,-0.304522874,-0.755768447
05/29/1980,2.012302876,23.416841854,72.975041237,6.127978953,5634,0.005483832,0.005522986,0.013984758,37.287676778,0.172573732,0.007182029
07/02/1994,32.204716765,2.027781963,6.198441489,2.635008334,95761,0.001870462,0.014226658,0.00924689,34.572853159,-0.149583982,-0.650207459
10/07/2006,70.540270528,2.027781963,20.38606384,26.089967951,1428066,0.014487522,0.01348396,0.008946884,55.547742057,-4.045073127,0.020146905
02/01/1984,4.396078677,4.229487359,5.781892016,7.202146485,0,0.00880771,0.003815655,0.018466585,26.561929182,-0.251157123,-0.212472726
06/20/1988,25.021353115,92.746114727,62.360674579,208.144347449,1005437,0.011053353,0.011418734,0.015653191,42.11815685,1.180366542,0.535507633
05/29/1980,9.723593253,108.937510476,36.084575876,16.019408259,11715,0.002331688,0.011995372,0.006739897,58.003388558,0.058224958,-0.072999827
07/24/2017,167.110205837,116.075438895,40.047200231,40.621234144,249709,0.000541882,0.006897895,0.004713978,43.308527586,0.741391594,0.487764144
03/02/1994,33.19494273,2.027781963,57.82047896,2.865842226,128873,-0.024566307,0.028485377,0.011531288,43.756891448,-0.00325476,-1.29682434
03/23/2000,2.012302876,2.027781963,14.5113438,37.054974872,1269,-0.022521351,0.010420824,0.011704072,32.765158133,-0.905628341,-0.13842338
03/06/2016,75.909355225,139.315933316,51.99192404,205.378995273,122936,-0.00356118,0.006845588,0.015150801,38.91779414,-1.557123769,0.967686509
05/29/1980,12.902144524,2.027781963,4.398074913,2.66732877,28418,0.004593793,0.005437313,0.012711901,10.976017829,-0.107050902,0.135001058
05/21/2022,36.529471847,109.784802424,52.788379205,46.832311996,303672,0.010051113,0.028844025,0.011277249,45.530403591,-0.828372426,0.555965885
05/29/1980,22.658354947,29.596106581,33.280779003,2.865264835,11524,0.027593009,0.019296923,0.014187697,33.505995633,-0.157159389,-0.282009348
12/27/2006,21.639590031,124.58256871,33.40621707,131.345588024,83875,-0.01872936,0.004310822,0.012783967,73.966620891,1.877740285,-0.036942207
08/18/2017,68.252953891,51.417821837,107.367607172,43.375995773,948169,0.011768723,0.006561944,0.011851604,76.947754275,0.184779592,-1.17228055
03/28/2014,80.549831147,72.334764587,37.264148445,113.32936481,129235,0.000998104,0.013320351,0.009022147,38.334499204,-0.607144356,0.446121739
10/13/2001,141.193112402,102.792046411,25.108032842,72.113897452,462375,0.006431018,0.006523639,0.006787068,44.6291757,-0.639823819,-0.653151064
06/07/2019,30.115820323,21.751283176,175.561991023,6.532629248,155325,-0.025247489,0.013174061,0.015361376,30.282808097,-0.107310131,-0.158851476
01/23/2002,24.62201166,87.17069245,33.299062009,53.756732431,6133,0.006079524,0.009005414,0.010172733,51.601028089,-0.810728118,-0.056310346
05/29/1980,2.012302876,2.027781963,7.160032678,8.828684579,34010,0.013733529,0.012962122,0.026257746,46.941221536,-0.024135243,-0.106265091
04/28/1994,22.642288922,2.61699346,25.215285973,5.718802021,26765,0.035227982,0.012062772,0.011483693,30.428029505,0.222343094,0.01798775
