Close,High,Low,Open,Volume,Return,Volatility_10,Volatility_30,RSI
34.236036024,6.737368239,71.166874007,34.086647324,865239,-0.012632341,0.01560711,0.010780817,42.522165727
6.259343473,31.909000293,108.701520753,9.382188965,984,0.022380158,0.010917157,0.02391425,51.557031701
106.542974832,34.171859869,20.948428367,65.124890593,21919,-0.012802859,0.005358596,0.006693521,27.24345154
138.56225374,36.756525215,16.975692543,19.692987364,26284,0.006351583,0.014254961,0.021845214,56.23603942
224.04766406,3.973123693,83.378773299,72.441492404,1741436,-0.006222367,0.017659134,0.005894193,24.154839544
155.105249651,6.617489879,38.924918558,128.106760787,1142314,0.002782535,0.015284059,0.005877032,52.174193495
49.784400523,37.188826073,25.783259112,22.616867526,0,0.01521857,0.003701965,0.007997169,0.567249753
177.782415895,7.562289447,56.346946707,41.674465293,25733,-0.000756361,0.034228219,0.019944547,34.719271722
52.948468407,5.227562986,4.512148519,39.198588821,13706,-0.006208644,0.00733133,0.015319189,43.893712563
12.01821191,2.027781963,14.254785229,43.704650964,3600,0.013795911,0.010444961,0.006450725,47.764635809
23.777126621,6.035845251,7.532347756,38.673164938,932518,0.012115201,0.005216969,0.010579688,46.72547009
15.80359678,45.767831514,6.799794362,5.867119729,0,0.044350069,0.010083101,0.012642702,39.582044732
57.938422727,40.349861165,23.635928838,127.634060613,55235,-0.005763359,0.010031276,0.013504115,61.703101483
40.738003115,68.686527464,93.772311264,65.853946199,10532,0.097408944,0.057843651,0.021611033,54.526739663
40.922768266,39.581060273,98.234060783,187.291361212,597501,-0.045294285,0.04316971,0.009906747,46.16781888
203.94395991,19.082377367,42.392055695,4.951564308,14333,0.024513718,0.017845639,0.026712596,49.273591043
41.514948899,101.711689417,60.572148902,58.117476897,313945,0.02826854,0.029019177,0.012450303,45.138920451
14.892926488,59.58350759,2.012302876,10.877869835,537,0.007304366,0.010956397,0.027817781,49.808041349
52.406554566,107.285754889,62.561342024,51.143074736,216927,0.023842117,0.022396504,0.016705735,60.427584825
9.421247509,16.53204528,20.61870154,232.937329967,30891,0.014955516,0.025276291,0.008982152,25.554560504
34.842770524,10.792534528,13.915642778,89.26633609,0,0.038317662,0.019046016,0.014210784,61.629920367
44.68933263,48.707993735,97.153122119,25.593105902,4133,0.010653636,0.01081677,0.018441363,49.147665506
39.221165697,2.027781963,5.571968658,115.697293849,187280,0.002691346,0.008172675,0.006749927,37.891159189
45.304831444,62.646282962,86.61442797,196.308912821,0,-0.020399534,0.062425169,0.009289043,69.669026781
14.079566509,66.897431808,14.369336022,63.714850465,615967,-0.016451543,0.021188968,0.009409817,30.311796442
103.285142038,39.692431146,68.006721374,25.965613961,44560,-0.038771677,0.025773658,0.017358959,76.961381204
36.833499261,10.485819793,2.012302876,54.1893955,84553,-0.013711521,0.0427662,0.017796625,61.013719506
51.634546856,67.016746633,2.199379802,70.702263116,12657,-0.007865266,0.041340615,0.006751121,38.55828153
172.10169369,96.743993362,106.872914632,70.459954312,0,-0.004629032,0.014905986,0.014628361,72.146590645
46.214205563,23.58381862,2.012302876,41.963309477,4752,0.001706273,0.014736225,0.055562873,39.71089447
159.847430251,47.061596022,8.927846951,35.667785297,15187,0.000475143,0.008551383,0.015489507,63.578640466
52.27834383,51.061058319,243.675847333,2.020042181,937011,-0.008223409,0.022690174,0.007405235,62.407826123
54.361532326,2.027781963,88.660425702,105.537947811,1634583,-0.006388361,0.055757073,0.008533148,22.813069208
159.369774726,70.607220355,209.598295714,81.703264683,0,-0.007553494,0.002690204,0.014148277,92.349573177
150.477863863,68.000110054,2.157653644,30.320735432,258347,0.123332555,0.030450535,0.005078835,73.301104879
5.382379665,68.395116268,4.681023874,187.764040166,20806,-0.002750193,0.032951914,0.005591708,60.058321186
154.349066482,2.027781963,35.981833954,44.887449045,1434080,0.025454706,0.014292194,0.034201211,30.228127579
36.219378055,50.477997298,65.599604493,42.613371327,620267,0.067374469,0.003258289,0.012987137,27.569648742
153.177318013,57.036337846,2.012302876,114.294148952,747,0.020038693,0.007329302,0.012130858,69.481147122
43.289439317,48.247846779,164.282137254,40.497972154,13972,0.014172907,0.022407027,0.034802243,67.379158413
71.85891109,50.482369666,4.85847763,57.632956912,323975,0.072073109,0.012328716,0.035155594,99.401773437
9.181707967,31.106517776,9.441379586,125.834230339,0,-0.005261894,0.022519321,0.037493907,63.348683871
35.750146516,11.468093701,26.386989755,145.292623134,316325,-0.022147464,0.015792935,0.017720727,45.402548017
58.382413262,4.658580135,125.826033608,73.705642732,47431,-0.000257125,0.044982982,0.005426991,21.547193044
35.760934245,6.123446729,21.066989169,95.226190636,18025,0.01631347,0.016819156,0.015132529,92.867003125
19.802733244,141.990593733,6.689651924,2.020042181,24109,0.002627305,0.013679186,0.013808706,61.831922164
17.338534202,52.482295661,52.890892721,2.685868197,281204,-0.028125429,0.020731562,0.031362369,77.864625154
2.450588092,39.107479694,96.505258519,128.365154706,634592,0.009833291,0.017000305,0.016393104,66.029088124
23.821748117,8.65813475,15.430359608,56.699870904,97764,-0.00669401,0.006341631,0.004713978,42.822292596
113.562570075,23.172764104,219.611602972,91.689190923,0,0.039516176,0.018793902,0.036248032,57.773585474
8.004947022,8.181253825,4.474000323,184.036335119,7423,0.008395004,0.012751139,0.045642599,57.26346287
58.428459879,7.025282485,26.673851463,10.835363767,0,0.034095338,0.008331085,0.018523562,15.525211005
31.444062221,4.053391073,139.724731456,207.751156691,299273,0.103561858,0.016367074,0.008168571,34.77065661
20.877107711,80.428916115,49.873065789,37.065153477,28466,-0.007264417,0.013666095,0.038697395,37.298173706
248.2899933,25.470416053,7.097945577,60.58324017,8145,-0.017222686,0.014850109,0.035510109,67.932979624
4.506789071,60.055093266,184.026943258,57.472380802,49800,0.003348899,0.013765339,0.013674921,59.859328857
35.981920849,19.118618884,22.577356671,112.788624806,46428,-0.007797399,0.007078686,0.006624305,55.986941383
52.85285739,47.945090823,19.35467315,47.243351626,8286,0.138684535,0.006848064,0.054772564,58.846032665
53.650684745,5.613809469,84.396688735,246.9600067,7683,0.052082942,0.013183557,0.018409419,65.961116178
5.210697542,9.159914787,59.886933492,60.484192698,171199,-0.046169711,0.024201579,0.013761428,78.678481737
33.392716136,2.027781963,25.274375122,54.763884732,51266,-0.002453982,0.016857155,0.005213114,38.228010552
48.466390778,4.945618918,37.804086754,4.182738647,1155621,0.022820191,0.009866211,0.016369366,23.045289759
103.86966698,2.313966414,81.815157093,32.831371737,40671,0.038786435,0.015303766,0.023117186,73.044364778
32.869972136,21.82181343,58.831792291,7.918594152,9528,-0.031534015,0.028865478,0.006994202,66.179045997
100.715383623,4.66738006,26.162884224,145.702250853,0,-0.104080076,0.016412812,0.008803649,79.162016765
29.894314117,38.745185039,23.210843016,67.724593161,22302,0.024155107,0.015227868,0.01382989,71.25695236
7.776512876,15.229981669,22.00123299,26.750551387,460,0.001474571,0.021874606,0.012443583,63.990004203
59.81187743,12.540168152,163.003466702,23.30645498,30788,0.087743944,0.050669924,0.011966031,45.375812491
41.885348154,42.167650499,90.332169838,6.827948225,43777,0.017013028,0.058154016,0.01059313,44.977658505
171.078985545,8.358282159,125.674112323,165.40106176,59223,0.009576801,0.00846738,0.008755411,64.345908251
16.446503413,42.448811998,36.248341299,63.9679053,15800,0.146802581,0.01148895,0.032987597,78.299951056
3.733331731,12.850213651,2.012302876,7.853558292,3342,0.142262942,0.009714123,0.037743537,78.80301108
12.399587901,53.374535057,245.8699951,199.551130857,0,-0.067169673,0.004969438,0.011956684,53.156990984
41.877793468,91.124272054,23.690881463,70.972300044,406753,-0.13505982,0.00622583,0.01281025,36.668535416
156.478622608,15.95401588,22.665868377,33.638032849,0,0.012755595,0.020272346,0.021269647,32.772077463
48.220223333,48.818650622,17.169896918,6.441261998,1360,-0.001640399,0.026022544,0.017465228,36.522047657
22.811205863,64.134809055,77.255465255,16.367328096,38786,0.023308003,0.011153602,0.012459796,37.646925446
91.88625129,5.4486939,40.70538582,66.404792314,2487453,-0.001903256,0.014018728,0.014855641,73.293215096
53.01791622,50.552349206,110.827972817,25.911499242,176075,0.006459263,0.013981328,0.011894052,79.318681735
75.017405135,22.190744992,148.184470389,101.132091115,600520,0.007666219,0.018276503,0.045572876,44.666620604
2.012302876,191.473331586,6.126745517,127.81362625,2293089,-0.001112695,0.013449862,0.008720242,57.528426629
25.656566386,36.608497618,6.362473809,56.10782797,11039,0.043437821,0.01729428,0.017953844,0.0
42.298447472,6.872205419,110.676243674,23.50913892,361399,0.011911915,0.006708065,0.009042051,83.200786997
22.247035505,42.103964836,23.464214746,61.118198903,0,-0.036589826,0.006875326,0.010104772,37.501382507
113.762827734,62.464256302,3.677535114,63.805311213,34237,0.032589521,0.013915787,0.020639328,77.542687528
15.026622424,21.340218052,65.491630283,119.592034646,0,-0.010650801,0.023743962,0.005008776,73.743512925
28.947437116,8.025047384,20.259949322,29.701935498,334167,-0.126250755,0.020699864,0.032760253,53.224785402
26.918931248,34.973656793,12.453094144,54.620610774,166578,0.000648707,0.014017206,0.034399316,88.38342515
134.177440398,42.945686629,29.407725817,65.25302705,26139,-0.000266514,0.00688308,0.011300639,31.296090365
120.111135267,52.349755052,15.285365695,97.215187297,405141,-0.005775418,0.027970501,0.018663958,38.596425725
28.066796875,3.873197711,33.529612288,15.520523301,45028,0.012530033,0.008727787,0.020368497,42.628136565
2.012302876,2.027781963,59.793171824,171.478098391,0,-0.0173944,0.020586163,0.01264607,16.470291625
4.248144601,107.62797325,196.697212147,22.990059274,201724,-0.014300027,0.016152299,0.009157796,98.986128985
18.032641583,14.849956804,202.298949498,10.845985975,49570,0.019559272,0.026768485,0.01582227,90.421258071
36.843074201,62.205955071,17.469544689,176.630971668,0,0.026835631,0.025432467,0.017773401,48.830662417
150.278514018,48.69468633,103.017477882,101.402942989,867080,0.006242096,0.014611628,0.011434554,53.645490815
76.186413889,59.280544448,21.477619783,41.321317563,21077,0.006014171,0.009483431,0.015018175,99.17316794
15.77818478,3.583892137,62.704309938,111.686800002,187470,0.027865492,0.033361389,0.017887931,72.973076369
111.31330084,53.8403092,30.668318516,36.016995513,135207,0.01068267,0.023981489,0.008517091,47.084999156
55.209707179,13.138730347,14.905332322,8.419313856,0,-0.018788924,0.008654605,0.032047793,48.811110447
38.125597345,37.124057785,4.135732481,86.649031921,191460,-0.098668466,0.019862895,0.046496865,52.64032961
